chromosome,read interval,reads,length of read,result,status
chr1,"(7322146, 7322158)",1,12,['MinDist5:13868'],['F5']
chr1,"(7322291, 7322303)",1,12,['MinDist5:13723'],['F5']
chr1,"(7322747, 7322772)",1,25,['MinDist5:13254'],['F5']
chr1,"(7322762, 7322772)",1,10,['MinDist5:13254'],['F5']
chr1,"(7323836, 7323848)",1,12,['MinDist5:12178'],['F5']
chr1,"(7324523, 7324534)",1,11,['MinDist5:11492'],['F5']
chr1,"(7324951, 7324969)",1,18,['MinDist5:11057'],['F5']
chr1,"(7327278, 7327297)",1,19,['MinDist5:8729'],['F5']
chr1,"(7330179, 7330192)",1,13,['MinDist5:5834'],['F5']
chr1,"(7331269, 7331280)",1,11,['MinDist5:4746'],['F5']
chr1,"(7333244, 7333253)",2,9,['MinDist5:2773'],['F5']
chr1,"(7334039, 7334060)",1,21,['MinDist5:1966'],['F5']
chr1,"(7334369, 7334384)",1,15,['MinDist5:1642'],['F5']
chr1,"(7337447, 7337459)",3,12,['MinDist3:1291'],['F3']
chr1,"(7337579, 7337593)",1,14,['MinDist3:1423'],['F3']
chr1,"(7338550, 7338562)",1,12,['MinDist3:2394'],['F3']
chr1,"(7340657, 7340669)",1,12,['MinDist3:4501'],['F3']
chr1,"(7341303, 7341314)",1,11,['MinDist3:5147'],['F3']
chr1,"(7343147, 7343159)",3,12,['MinDist3:6991'],['F3']
chr1,"(7346432, 7346443)",1,11,['MinDist3:10276'],['F3']
chr1,"(7346822, 7346834)",1,12,['MinDist3:10666'],['F3']
chr1,"(7348273, 7348284)",1,11,['MinDist3:12117'],['F3']
chr1,"(7348956, 7348968)",1,12,['MinDist3:12800'],['F3']
chr1,"(7349475, 7349487)",1,12,['MinDist3:13319'],['F3']
chr1,"(7349840, 7349850)",1,10,['MinDist3:13684'],['F3']
chr1,"(7351315, 7351330)",1,15,['MinDist3:15159'],['F3']
chr1,"(7351779, 7351790)",1,11,['MinDist3:15623'],['F3']
chr1,"(7351802, 7351812)",1,10,['MinDist3:15646'],['F3']
chr1,"(7357694, 7357707)",1,13,['MinDist3:21538'],['F3']
chr1,"(7358346, 7358358)",1,12,['MinDist3:22190'],['F3']
chr1,"(7358441, 7358451)",1,10,['MinDist3:22285'],['F3']
chr1,"(7360168, 7360179)",1,11,['MinDist3:24012'],['F3']
chr1,"(7361362, 7361374)",2,12,['MinDist5:24300'],['F5']
chr1,"(7361400, 7361410)",1,10,['MinDist5:24264'],['F5']
chr1,"(7361703, 7361714)",1,11,['MinDist5:23960'],['F5']
chr1,"(7363051, 7363061)",1,10,['MinDist5:22613'],['F5']
chr1,"(7363982, 7363996)",1,14,['MinDist5:21678'],['F5']
chr1,"(7366572, 7366582)",1,10,['MinDist5:19092'],['F5']
chr1,"(7366959, 7366970)",1,11,['MinDist5:18704'],['F5']
chr1,"(7367969, 7367983)",1,14,['MinDist5:17691'],['F5']
chr1,"(7368369, 7368389)",1,20,['MinDist5:17285'],['F5']
chr1,"(7368603, 7368615)",2,12,['MinDist5:17059'],['F5']
chr1,"(7370751, 7370761)",1,10,['MinDist5:14913'],['F5']
chr1,"(7375367, 7375380)",2,13,['MinDist5:10294'],['F5']
chr1,"(7376945, 7376958)",1,13,['MinDist5:8716'],['F5']
chr1,"(7376946, 7376959)",1,13,['MinDist5:8715'],['F5']
chr1,"(7377171, 7377186)",1,15,['MinDist5:8488'],['F5']
chr1,"(7379571, 7379585)",1,14,['MinDist5:6089'],['F5']
chr1,"(7379689, 7379699)",1,10,['MinDist5:5975'],['F5']
chr1,"(7380129, 7380143)",1,14,['MinDist5:5531'],['F5']
chr1,"(7382776, 7382786)",2,10,['MinDist5:2888'],['F5']
chr1,"(7383277, 7383288)",1,11,['MinDist5:2386'],['F5']
chr1,"(7383280, 7383291)",1,11,['MinDist5:2383'],['F5']
chr1,"(7383348, 7383361)",1,13,['MinDist5:2313'],['F5']
chr1,"(7383453, 7383463)",2,10,['MinDist5:2211'],['F5']
chr1,"(7384686, 7384697)",1,11,['MinDist5:977'],['F5']
chr1,"(7385515, 7385526)",2,11,['MinDist5:148'],['F5']
chr1,"(7385539, 7385552)",1,13,['MinDist5:122'],['F5']
chr1,"(7385796, 7385806)",1,10,['Gm19002-201'],['A']
chr1,"(7387565, 7387576)",1,11,['MinDist3:879'],['F3']
chr1,"(7391054, 7391072)",1,18,['MinDist3:4368'],['F3']
chr1,"(7393184, 7393200)",1,16,['MinDist3:6498'],['F3']
chr1,"(7396437, 7396454)",1,17,['MinDist3:9751'],['F3']
chr1,"(7398021, 7398032)",1,11,['MinDist3:11335'],['F3']
chr1,"(7398050, 7398064)",1,14,['MinDist3:11364'],['F3']
chr1,"(7400328, 7400339)",1,11,['MinDist3:13642'],['F3']
chr1,"(7407203, 7407214)",1,11,['MinDist3:20517'],['F3']
chr1,"(7408491, 7408506)",1,15,['MinDist3:21805'],['F3']
